municipality_key,municipality,area,population
16077007,Gerstenberg,3.13,494
07140126,Riegenroth,3.14,228
07231064,Immert,3.14,160
07232100,Olsdorf,3.14,102
16074074,Rausdorf,3.14,201
07133071,Norheim,3.15,1549
07140090,Maitzborn,3.15,103
07233203,Berenbach,3.15,171
07133016,Brauweiler,3.16,53
07231093,Neunkirchen,3.16,148
07333203,Seelen,3.16,138
09576451,Abenberger Wald,3.16,0
07140086,Lindenschied,3.17,179
07143212,Borod,3.17,497
01059065,Nottfeld,3.18,113
07233244,Welcherath,3.18,109
07339068,Zotzenheim,3.18,619
07134072,Rötsweiler-Nockenthal,3.19,467
07140011,Benzweiler,3.19,207
07141105,Oberwallmenach,3.19,195
07132099,Schöneberg,3.2,427
07134070,Rimsberg,3.2,117
07143230,Härtlingen,3.2,377
07231083,Merschbach,3.2,69
01058131,Rade b. Hohenwestedt,3.21,99
07132094,Rettersen,3.21,352
07140077,Kümbdchen,3.21,505
07232045,Halsdorf,3.21,105
07235108,Pölich,3.21,435
07334034,Winden,3.21,1082
07336073,Oberweiler-Tiefenbach,3.21,264
07232015,Biersdorf am See,3.22,561
09572154,Spardorf,3.22,2230
01057049,Lutterbek,3.23,338
07141114,Reichenberg,3.23,154
07143305,Weidenhahn,3.23,578
09576454,Heidenberg,3.23,0
07140047,Hausbay,3.24,210
07141012,Bettendorf,3.24,315
07143297,Stockhausen-Illfurth,3.24,420
07333011,Breunigweiler,3.24,455
08116005,Altdorf,3.24,1681
09572451,Birkach,3.24,0
09778451,Ungerhauser Wald,3.24,0
16071069,Obertrebra,3.24,255
07131086,Wirft,3.25,153
07134031,Gollenberg,3.25,118
07135022,Dünfus,3.25,274
07135502,Leienkaul,3.25,360
07143023,Görgeshausen,3.25,890
09779453,Esterholz,3.25,0
07131015,Dankerath,3.26,70
07143277,Nisterau,3.26,820
07143314,Winnen,3.26,506
07331067,Wahlheim,3.26,579
01054040,Grothusenkoog,3.27,26
07137030,Gierschnach,3.27,274
07143209,Berzhahn,3.27,487
09772451,Schmellerforst,3.28,0
03255014,Fürstenberg,3.29,1031
07133204,Schneppenbach,3.3,220
07140110,Norath,3.3,487
08117023,Gammelshausen,3.3,1443
07133074,Oberhausen an der Nahe,3.31,378
07141110,Hainau,3.31,161
07143012,Ebernhahn,3.31,1222
07233006,Betteldorf,3.31,258
07336088,Ruthweiler,3.31,435
07141009,Berg,3.32,248
07232062,Ingendorf,3.32,212
07335014,Hirschhorn/ Pfalz,3.32,758
13075148,Zempin; Seebad,3.32,958
01061053,Kollmoor,3.33,32
07131085,Winnerath,3.33,193
07132085,Obersteinebach,3.33,232
07137227,Waldesch,3.33,2242
07233236,Sassen,3.33,94
07332008,Dackenheim,3.33,429
07333053,Oberhausen an der Appel,3.33,158
07336104,Wiesweiler,3.33,395
07133056,Laubenheim,3.34,813
07331035,Gumbsheim,3.34,624
07336033,Grumbach,3.34,461
08116004,Altbach,3.34,6378
01053075,Krummesse,3.35,1664
07135032,Forst (Hunsrück),3.35,64
07141083,Lykershausen,3.35,231
08116006,Altenriet,3.35,1972
16061096,Thalwenden,3.36,336
16071005,Ballstedt,3.36,282
01061021,Christinenthal,3.37,71
07132033,Fluterschen,3.37,669
07340019,Hilst,3.37,315
01061055,Krempe; Stadt,3.38,2374
07143214,Bretthausen,3.38,203
07231014,Burg (Mosel),3.38,356
07232106,Plascheid,3.38,92
08226059,Neulußheim,3.38,7133
07140008,Belgweiler,3.39,202
07141093,Netzbach,3.39,358
07233226,Mosbruch,3.39,161
09573124,Puschendorf,3.39,2229
07141135,Weinähr,3.4,449
07141118,Roth,3.4,204
07143009,Deesen,3.4,719
07132102,Seelbach bei Hamm (Sieg),3.41,136
07137099,Siebenbach,3.41,202
07231112,Rorodt,3.41,53
07232128,Uppershausen,3.41,67
07233220,Kirsbach,3.41,75
16076026,Hartmannsdorf,3.41,334
07140049,Heinzenbach,3.42,419
07140138,Schnorbach,3.42,257
07232078,Menningen,3.42,173
09574463,Schönberg,3.42,0
03257001,Ahnsen,3.43,987
07143045,Maroth,3.43,235
07138026,Hardert,3.44,853
07143049,Moschheim,3.44,750
16074031,Großeutersdorf,3.44,281
01060089,Trappenkamp,3.45,5248
07141013,Biebrich,3.45,323
07143057,Oberelbert,3.45,1163
07143007,Caan,3.45,697
07336024,Etschberg,3.45,659
07337069,Roschbach,3.45,858
07137224,Urbar,3.46,3171
07232133,Wettlingen,3.46,30
07235101,Onsdorf,3.46,149
07336037,Henschtal,3.46,321
01053049,Hamfelde,3.47,483
07134004,Asbach,3.47,153
07143064,Rückeroth,3.47,483
07331042,Kettenheim,3.47,327
07339018,Friesenheim,3.47,718
01053003,Aumühle,3.48,3237
07141113,Reckenroth,3.48,221
07336103,Welchweiler,3.48,181
08237072,Wörnersberg,3.48,206
16073006,Bechstedt,3.48,146
01062031,Heidekamp,3.49,495
07133117,Rüdesheim,3.49,2681
07232255,Lascheid,3.49,80
07134048,Kronweiler,3.5,306
07143296,Stein-Wingert,3.5,224
08415029,Grafenberg,3.5,2766
16061094,Tastungen,3.5,252
01053127,Walksfelde,3.51,207
01060079,Stipsdorf,3.51,247
07137027,Gappenach,3.51,316
07140147,Spesenroth,3.51,146
07140023,Budenbach,3.51,192
07143269,Müschenbach,3.51,966
07143066,Schenkelberg,3.51,653
07339026,Harxheim,3.51,2381
07232270,Merlscheid,3.52,37
07332040,Obersülzen,3.52,717
08425055,Hausen am Bussen,3.52,261
09472141,Glashütten,3.53,1365
09671120,Glattbach,3.53,3344
01054054,Hude,3.54,178
07143298,Stockum-Püschen,3.54,630
07335024,Mackenbach,3.54,2087
01058126,Ottendorf,3.55,979
01058145,Schönhorst,3.55,315
07140155,Urbar,3.55,699
07232224,Giesdorf,3.55,125
07331066,Wachenheim,3.55,709
07337014,Bornheim,3.55,1543
08336019,Eimeldingen,3.55,2526
16076067,Schwaara,3.55,135
07135015,Briedern,3.56,353
07137034,Hausten,3.56,384
07141078,Lautert,3.56,243
07143036,Hübingen,3.56,524
07331011,Hochborn,3.56,425
14628310,Rathen; Kurort,3.56,338
01053051,Harmsdorf,3.57,312
07132048,Helmeroth,3.57,196
07141122,Sauerthal,3.57,140
07141026,Dessighofen,3.57,177
07336018,Ehweiler,3.57,163
07337039,Herxheimweyher,3.57,535
09574154,Rückersdorf,3.57,4796
16061078,Rohrberg,3.57,226
07135052,Laubach,3.58,639
07337056,Niederotterbach,3.58,339
07232284,Oberlauch,3.59,68
07233004,Berlingen,3.59,220
07332017,Forst an der Weinstraße,3.59,792
01051050,Hillgroven,3.6,59
01057018,Fahren,3.6,131
07140502,Lahr,3.6,163
07332015,Erpolzheim,3.6,1334
07143260,Luckenbach,3.61,667
08315089,Pfaffenweiler,3.61,2615
16071071,Oettern,3.61,123
07132059,Kausen,3.62,768
07231037,Gladbach,3.62,336
16063071,Seebach,3.62,1768
01057012,Brodersdorf,3.63,394
07131058,Nürburg,3.63,168
07132081,Obererbach (Westerwald),3.63,556
07143312,Willmenrod,3.63,633
07339033,Köngernheim,3.63,1322
16076081,Weißendorf,3.63,333
07138072,Thalhausen,3.65,777
07143266,Molsberg,3.65,464
07336047,Hüffler,3.65,497
07340204,Biedershausen,3.65,184
07132013,Breitscheidt,3.66,991
07132044,Hamm (Sieg),3.66,3563
07132105,Selbach (Sieg),3.66,769
07132069,Mehren,3.66,463
07141127,Schweighausen,3.66,224
07337022,Eschbach,3.66,620
07143018,Freilingen,3.67,679
07232254,Lambertsberg,3.67,387
07340034,Nothweiler,3.67,126
08125096,Untereisesheim,3.67,4250
16074071,Rattelsdorf,3.67,74
16076019,Gauern,3.67,118
07134013,Breitenthal,3.68,332
07143311,Willingen,3.68,272
07232221,Euscheid,3.68,139
07134021,Eckersweiler,3.69,171
07143257,Limbach,3.69,404
07231030,Erden,3.69,400
07135093,Zettingen,3.7,264
07143232,Hahn am See,3.7,391
08425052,Grundsheim,3.7,219
07140039,Fronhofen,3.71,234
07143011,Dreikirchen,3.71,1031
07333041,Lautersheim,3.71,620
07232082,Minden,3.72,253
07335042,Schneckenhausen,3.72,549
09173451,Pupplinger Au,3.72,0
07333077,Teschenmoschel,3.73,119
07337028,Gleisweiler,3.73,595
07340048,Schweix,3.73,280
01053091,Mühlenrade,3.74,174
07132088,Orfgen,3.74,232
16076028,Hirschfeld,3.74,105
07137208,Hatzenport,3.75,603
07143236,Heimborn,3.75,273
07231032,Etgert,3.75,66
07232050,Herforst,3.75,1267
09478143,Marktgraitz; M,3.75,1146
01051130,Wesseln,3.76,1411
07231044,Greimerath,3.76,258
07232044,Gondorf,3.76,261
09672465,Römershager Forst-Ost,3.76,0
07134012,Bollenbach,3.77,133
07137225,Urmitz,3.77,3422
07140130,Rohrbach,3.77,173
07143228,Guckheim,3.77,965
09471137,Gundelsheim,3.77,3561
07131042,Kottenborn,3.78,172
07132096,Roth,3.78,1508
07141071,Kemmenau,3.78,509
07331041,Hohen-Sülzen,3.78,744
07332039,Niederkirchen bei Deidesheim,3.78,2340
07338009,Großniedesheim,3.78,1351
08425098,Rechtenstein,3.78,303
16077017,Heyersdorf,3.78,107
07134053,Meckenbach,3.79,113
07137001,Acht,3.79,84
07332034,Lindenberg,3.79,1087
16074055,Mertendorf,3.79,146
01059102,Ahneby,3.8,195
07231066,Kesten,3.8,328
07232036,Feilsdorf,3.8,34
08315107,Sölden,3.8,1288
09675112,Albertshofen,3.8,2247
16061068,Mackenrode,3.8,310
01057079,Stein,3.81,764
07131052,Müsch,3.81,198
07232068,Koxhausen,3.81,94
07232216,Dingdorf,3.81,111
16061083,Schachtebich,3.81,242
07336086,Relsberg,3.82,174
01061038,Hingstheide,3.83,78
07141050,Gutenacker,3.83,342
07339066,Wintersheim,3.83,272
09473120,Dörfles-Esbach,3.83,3551
07141084,Marienfels,3.84,313
07231023,Dodenburg,3.84,93
07340037,Petersberg,3.84,890
16071042,Kleinschwabhausen,3.84,222
01062040,Köthel,3.85,325
07134027,Frauenberg,3.85,373
07134086,Sonnschied,3.85,96
07135070,Panzweiler,3.85,250
07232292,Pittenbach,3.85,104
07233037,Katzwinkel,3.85,130
07235004,Bekond,3.85,987
07132111,Wallmenroth,3.86,1185
07141103,Obernhof,3.86,373
07143056,Nordhofen,3.86,535
07337017,Dernbach,3.86,438
09679154,Kist,3.86,2661
03353003,Bendestorf,3.87,2308
07140131,Roth,3.87,252
07336027,Frohnhofen,3.87,494
07336084,Reichweiler,3.87,528
07337025,Flemlingen,3.87,388
07140141,Schwarzen,3.88,137
07143042,Leuterod,3.88,847
07338015,Kleinniedesheim,3.88,918
07140048,Hecken,3.89,102
07232108,Prümzurlay,3.89,570
16073074,Rohrbach,3.89,182
07140107,Niedersohren,3.9,454
07140139,Schönborn,3.9,271
07140166,Wüschheim,3.9,307
07231122,Talling,3.9,217
07336008,Börsborn,3.9,406
07336076,Ohmbach,3.9,791
07135080,Sosberg,3.91,164
07140113,Ohlweiler,3.91,329
07141046,Geisig,3.91,336
07235060,Kenn,3.91,2859
07331033,Gau-Weinheim,3.91,595
07339022,Grolsheim,3.91,1333
01061089,Rade,3.92,100
03359020,Grünendeich,3.92,1861
07143024,Großholbach,3.92,985
07143208,Berod bei Wallmerod,3.92,538
07235100,Ollmuth,3.92,159
07337080,Waldhambach,3.92,366
08235060,Rohrdorf,3.92,1980
16074033,Großpürschütz,3.92,376
01056011,Bullenkuhlen,3.93,387
07135031,Forst (Eifel),3.93,380
07143299,Streithausen,3.93,498
07143034,Horbach,3.93,690
07232238,Heisdorf,3.93,123
07331019,Ensheim,3.93,480
07336022,Erdesbach,3.93,596
07135040,Hauroth,3.94,330
07137092,Reudelsterz,3.94,368
07141033,Dornholzhausen,3.94,196
07143279,Nistertal,3.94,1177
07331049,Monzernheim,3.95,572
07333062,Rittersheim,3.95,193
08336075,Schallbach,3.95,796
16071027,Hammerstedt,3.95,188
07233212,Gelenberg,3.96,85
09671113,Blankenbach,3.96,1499
16074043,Jenalöbnitz,3.96,158
07138053,Oberhonnefeld-Gierend,3.97,1049
07232124,Stockem,3.97,97
07335006,Eulenbis,3.97,506
07336025,Föckelberg,3.97,366
16074095,Sulza,3.97,273
01057086,Warnau,3.98,371
01059063,Norderbrarup,3.98,666
01061056,Kremperheide,3.98,2331
03257015,Heuerßen,3.98,901
07135019,Bullay,3.98,1633
16063037,Hallungen,3.98,184
01053094,Niendorf bei Berkenthin,3.99,190
07132086,Oberwambach,3.99,408
07137228,Weißenthurm; Stadt,3.99,9171
07336029,Ginsweiler,3.99,273
06433003,Büttelborn,30.01,14955
08125107,Wüstenrot,30.02,6761
03359030,Krummendeich,30.03,469
05154048,Rheurdt,30.03,6566
16063078,Unterbreizbach,30.03,3321
06631003,Dipperz,30.04,3520
09276111,Achslach,30.04,980
07335004,Enkenbach-Alsenborn,30.06,7064
09180125,Oberammergau,30.06,5393
13074019,Dorf Mecklenburg,30.06,3273
14522190,Geringswalde; Stadt,30.06,4130
09471123,Buttenheim; M,30.07,3674
06631022,Rasdorf; Point-Alpha-Gemeinde,30.08,1539
06440001,Altenstadt,30.09,12437
09575144,Markt Bibart; M,30.11,1884
06434002,Friedrichsdorf; Stadt,30.13,25450
08415059,Pfullingen; Stadt,30.14,18749
09274124,Eching,30.14,4184
01059187,Boren,30.15,1147
09677149,Karsbach,30.16,1714
12073490,Schenkenberg,30.16,619
01051027,Elpersbüttel,30.17,854
09772141,Fischach; M,30.17,5054
01060028,Groß Kummerfeld,30.19,1878
03354026,Wustrow (Wendland); Stadt,30.19,2772
07231503,Landscheid,30.19,2229
08136018,Ellenberg,30.19,1775
01059115,Großenwiehe,30.2,3234
08436004,Aitrach,30.2,2795
13071158,Werder,30.21,539
13075084,Lübs,30.21,343
03254011,Diekholzen,30.22,6325
09278178,Rattenberg,30.22,1694
09475123,Feilitzsch,30.22,2720
01054132,Südermarsch,30.23,137
03358020,Schwarmstedt,30.23,5834
09174143,Schwabhausen,30.23,6480
09175121,Glonn; M,30.23,5281
08226098,Wiesloch; Stadt,30.24,26546
09185131,Gachenbach,30.25,2590
03454034,Lünne,30.26,2031
05370032,Waldfeucht,30.27,8998
06631017,Künzell,30.28,16829
14521355,Lauter-Bernsbach; Stadt,30.28,8476
14627270,Strehla; Stadt,30.28,3651
01053100,Ratzeburg; Stadt,30.29,14418
13074007,Blowatz,30.3,1106
09184135,Oberschleißheim,30.32,11864
03356003,Hambergen,30.33,5613
03353007,Drage,30.35,4237
09473141,Lautertal,30.35,4477
08118011,Ditzingen; Stadt,30.38,24803
13076006,Barkhagen,30.39,604
03251014,Drentwede,30.41,1010
12071341,Schmogrow-Fehrow/Smogorjow-Prjawoz,30.41,803
03352052,Stinstedt,30.43,557
09271143,Otzing,30.43,1989
09279115,Frontenhausen; M,30.43,4677
09174135,Odelzhausen,30.44,5367
14730090,Dommitzsch; Stadt,30.44,2403
03355030,Reinstorf,30.48,1244
08225039,Höpfingen,30.48,3014
08335096,Hohenfels,30.49,2082
14521370,Lößnitz; Stadt,30.49,7902
16067067,Tonna,30.5,2917
06437009,Höchst i. Odw.,30.51,10165
08337127,Wutach,30.51,1180
12063094,Gollenberg,30.51,410
14521670,Wolkenstein; Stadt,30.51,3879
09375117,Barbing,30.52,5680
09375120,Brennberg,30.52,2083
09189159,Übersee,30.53,5050
12064009,Alt Tucheband,30.53,804
09471214,Zapfendorf; M,30.54,5017
09276127,Kirchdorf i.Wald,30.55,2095
09671130,Hösbach; M,30.58,13141
16067044,Luisenthal,30.58,1173
01058070,Hamdorf,30.59,1370
03459031,Rieste,30.59,3620
08436006,Amtzell,30.59,4280
06634018,Niedenstein; Stadt,30.61,5457
03251009,Brockum,30.62,1043
01054088,Niebüll; Stadt,30.63,10139
12061428,Schlepzig/Słopišća,30.65,601
09677456,Fürstl. Löwenstein'scher Park,30.66,0
06440013,Kefenrod,30.67,2683
06534022,Wohratal,30.67,2124
09779231,Wolferstadt,30.67,1087
09472143,Goldkronach; St,30.68,3444
13071124,Röbel/Müritz; Stadt,30.68,5055
09373143,Lupburg; M,30.71,2500
13075054,Jarmen; Stadt,30.71,2922
03352020,Hechthausen,30.73,3457
06436008,Kelkheim (Taunus); Stadt,30.73,28913
09376171,Teunz,30.73,1839
09777111,Aitrang,30.73,2053
14628300,Rabenau; Stadt,30.73,4376
03158038,Börßum,30.74,2835
08315041,Glottertal,30.74,3178
06431014,Lautertal (Odenwald),30.75,7186
09277140,Reut,30.75,1680
13075118,Rothemühl,30.75,297
06437004,Breuberg; Stadt,30.76,7584
09576117,Büchenbach,30.76,5308
15083361,Loitsche-Heinrichsberg,30.76,956
09674180,Theres,30.77,2704
16074011,Dornburg-Camburg; Stadt,30.77,5252
09374452,Manteler Forst,30.78,0
09173112,Bad Tölz; St,30.8,19061
06533011,Mengerskirchen; Marktflecken,30.82,5650
16064037,Körner,30.83,1623
06435005,Brachttal,30.84,5036
09374144,Parkstein; M,30.84,2309
09778169,Markt Wald; M,30.84,2177
06431012,Hirschhorn (Neckar); Stadt,30.85,3382
06438013,Seligenstadt; Einhardstadt,30.85,21345
09575152,Neuhof a.d.Zenn; M,30.85,2226
06633023,Schauenburg,30.87,10511
07235045,Hermeskeil; Stadt,30.89,6820
08215111,Dettenheim,30.89,6706
13075114,Rankwitz,30.9,551
16069053,Veilsdorf,30.9,2721
14627140,Meißen; Stadt,30.92,28080
13075147,Zemitz,30.93,719
03151024,Rühen,30.94,5993
09183126,Maitenbeth,30.94,2031
09374165,Waldthurn; M,30.94,1881
03352063,Cadenberge,30.98,4118
03457002,Borkum; Stadt,30.98,5008
05166008,Grefrath; Sport- und Freizeitgemeinde,30.98,14734
07233076,Üxheim,30.99,1328
05958040,Schmallenberg; Stadt,303.1,24704
05515000,Münster; Stadt,303.28,317713
15081455,Salzwedel; Hansestadt,304.57,22999
12068320,Neuruppin; Stadt,305.2,31002
01059159,Sieverstedt,31.01,1644
08127100,Rosengarten,31.01,5236
15090010,Arneburg; Stadt,31.01,1461
09175451,Anzinger Forst,31.03,0
09371128,Hirschbach,31.03,1179
14522290,Königshain-Wiederau,31.03,2587
12073393,Mescherin,31.04,796
08215101,Pfinztal,31.05,18699
14523120,Falkenstein/Vogtl.; Stadt,31.06,7748
03360015,Oetzen,31.07,1142
09275134,Neuhaus a.Inn,31.07,3451
03251008,Borstel,31.08,1176
07235125,Schweich; Stadt,31.08,7940
08125110,Obersulm,31.08,13903
14522300,Kriebstein,31.08,2034
10045111,Bexbach; Stadt,31.09,17482
03454020,Heede,31.11,2573
07131039,Kesseling,31.13,604
09183112,Ampfing,31.13,6915
08115041,Renningen; Stadt,31.15,18435
15084285,Laucha an der Unstrut; Stadt,31.17,2790
08136068,Stödtlen,31.18,1812
09178155,Wang,31.18,2541
13072094,Schorssow,31.18,452
08317078,Mühlenbach,31.22,1682
14522530,Seelitz,31.22,1680
09475189,Zell im Fichtelgebirge; M,31.23,1873
09575119,Dietersheim,31.23,2179
09575167,Uehlfeld; M,31.23,3092
09676119,Eichenbühl,31.23,2522
08437114,Veringenstadt; Stadt,31.25,2143
09577125,Ellingen; St,31.25,3982
01062060,Reinbek; Stadt,31.26,28277
13074068,Roggendorf,31.26,1049
13076053,Grebs-Niendorf,31.27,539
03251003,Bahrenborstel,31.28,1093
08127102,Fichtenau,31.28,4603
14627190,Nünchritz,31.28,5422
03151038,Wesendorf,31.29,5511
08118079,Bietigheim-Bissingen; Stadt,31.29,43137
09571113,Arberg; M,31.29,2195
09187131,Flintsbach a.Inn,31.3,3063
09775111,Altenstadt; M,31.3,5163
15083323,Ingersleben,31.3,1335
09776129,Weiler-Simmerberg; M,31.31,6361
10045115,Kirkel,31.34,9992
05570012,Beelen,31.35,6159
07231124,Traben-Trarbach; Stadt,31.35,5591
08316003,Biederbach,31.35,1696
13071154,Vollrathsruhe,31.35,403
09183140,Reichertsheim,31.36,1643
03456014,Neuenhaus; Stadt,31.37,10356
07135082,Treis-Karden,31.37,2156
09175112,Aßling,31.37,4583
01057046,Lehmkuhlen,31.38,1278
09771114,Aindling; M,31.38,4619
08127047,Langenburg; Stadt,31.4,1934
09273115,Attenhofen,31.42,1392
09475141,Köditz,31.45,2429
13073073,Rambin,31.47,950
09190145,Rottenbuch,31.48,1809
12065136,Hennigsdorf; Stadt,31.48,26515
14729260,Markkleeberg; Stadt,31.48,24643
09188121,Gilching,31.5,19065
15084282,Lanitz-Hassel-Tal,31.5,1050
08415089,Engstingen,31.52,5215
13076036,Dümmer,31.52,1543
09187142,Schechen,31.53,5218
06533001,Beselich,31.54,5717
05954032,Wetter (Ruhr); Stadt,31.55,27236
08126085,Waldenburg; Stadt,31.55,3060
09778203,Türkheim; M,31.56,7340
16061116,Am Ohmberg,31.57,3578
01054086,Neukirchen,31.58,1123
03357040,Sandbostel,31.58,786
03360019,Schwienau,31.58,691
12063228,Paulinenaue,31.59,1370
09779228,Wemding; St,31.6,5771
08226082,Schriesheim; Stadt,31.61,14897
06440015,Münzenberg; Stadt,31.63,5770
16063101,Krayenberggemeinde,31.63,4971
09277128,Kirchdorf a.Inn,31.64,5487
03153016,Braunlage; Stadt,31.65,5658
09183135,Obertaufkirchen,31.65,2641
13071127,Rosenow,31.65,966
14626260,Kreba-Neudorf / Chrjebja-Nowa Wjes,31.65,847
12063260,Rhinow; Stadt,31.66,1593
13076169,Toddin,31.66,917
14521400,Mildenau,31.67,3389
05334004,Alsdorf; Stadt,31.68,47678
09572111,Adelsdorf,31.68,9362
09674153,Riedbach,31.68,1716
09471195,Strullendorf,31.69,7937
03359037,Sauensiek,31.7,2564
06532004,Breitscheid,31.71,4681
08119091,Weinstadt; Stadt,31.71,26902
03454031,Lengerich,31.72,2785
03241007,Hemmingen; Stadt,31.73,18845
03354012,Karwitz,31.73,751
08317039,Gutach (Schwarzwaldbahn),31.74,2310
12062219,Heideland,31.74,482
14625500,Ralbitz-Rosenthal / Ralbicy-Róžant,31.74,1711
09174141,Röhrmoos,31.75,6523
12062134,Fichtwald,31.76,603
14628330,Reinhardtsdorf-Schöna,31.76,1305
06432013,Modautal,31.79,5073
13075141,Wackerow,31.79,1512
09571205,Steinsfeld,31.8,1232
09780146,Wiggensbach; M,31.81,5056
13074013,Carlow,31.81,1223
12070393,Triglitz,31.82,490
09572159,Vestenbergsgreuth; M,31.84,1555
09779185,Möttingen,31.84,2655
08127089,Vellberg; Stadt,31.89,4598
08435035,Meckenbeuren,31.89,13651
03459015,Dissen am Teutoburger Wald; Stadt,31.9,10369
14625060,Burkau / Porchow,31.9,2635
12068452,Walsleben,31.91,789
01059053,Kropp,31.94,6600
09275146,Salzweg,31.94,6787
01058078,Hohn,31.95,2468
09778158,Kirchheim i.Schw.; M,31.95,2748
08417022,Geislingen; Stadt,31.96,5912
01051044,Heide; Stadt,31.97,21844
07138012,Dierdorf; Stadt,31.98,5792
12064227,Hoppegarten,31.98,18322
09679134,Gaukönigshofen,31.99,2506
09778157,Kirchhaslach,31.99,1346
09162000,München; Landeshauptstadt,310.7,1487708
04011000,Bremen; Stadt,317.84,563290
09779184,Mönchsdeggingen,32.05,1413
14626560,Trebendorf / Trjebin,32.05,807
12073093,Carmzow-Wallmow,32.06,606
08317110,Renchen; Stadt,32.08,7414
08126094,Zweiflingen,32.1,1735
07335035,Otterberg; Stadt,32.11,5377
03256001,Balge,32.12,1720
09185123,Brunnen,32.14,1781
09471115,Baunach; St,32.14,3953
08325072,Deißlingen,32.15,6232
06432021,Schaafheim,32.16,9282
09774155,Leipheim; St,32.16,7386
09778136,Erkheim; M,32.16,3214
09274187,Weihmichl,32.17,2525
14522200,Großhartmannsdorf,32.2,2440
09183147,Unterreit,32.21,1765
09190138,Pähl,32.22,2464
12073645,Zichow,32.22,540
13072021,Cammin,32.22,783
13071043,Göhren-Lebbin,32.24,636
09271135,Moos,32.25,2338
09471128,Ebrach; M,32.26,1934
05158036,Wülfrath; Stadt,32.27,21009
09371146,Rieden; M,32.3,2638
08215108,Rheinstetten; Stadt,32.31,20301
13072084,Reimershagen,32.31,399
08126020,Dörzbach,32.35,2503
09576132,Schwanstetten; M,32.35,7318
08128137,Wittighausen,32.36,1676
09374132,Leuchtenberg; M,32.36,1111
09278129,Haibach,32.38,2015
12060250,Sydower Fließ,32.39,973
06435019,Maintal; Stadt,32.41,39287
03357004,Basdahl,32.44,1371
09182125,Miesbach; St,32.44,11469
03257028,Obernkirchen; Stadt,32.45,9288
09375180,Pentling,32.47,6218
14627260,Stauchitz,32.48,3112
03256003,Bücken; Flecken,32.5,2130
13073079,Samtens,32.5,1942
15084335,Mertendorf,32.51,1595
09179121,Fürstenfeldbruck; GKSt,32.52,37063
06440002,Bad Nauheim; Stadt,32.54,32777
09180112,Bad Kohlgrub,32.55,2839
15084025,Balgstädt,32.58,1095
08436069,Schlier,32.6,3890
09472198,Warmensteinach,32.61,2215
15085285,Schwanebeck; Stadt,32.61,2400
13074081,Veelböken,32.62,641
09273163,Elsendorf,32.63,2170
14625130,Elstra / Halštrow; Stadt,32.63,2683
09575179,Weigenheim,32.64,972
01059188,Stapel,32.67,1868
08335057,Mühlingen,32.67,2666
05766056,Oerlinghausen; Stadt,32.69,17001
09190139,Peißenberg; M,32.69,12674
09275127,Hofkirchen; M,32.7,3759
03352042,Oberndorf,32.71,1378
09187132,Frasdorf,32.71,3061
14523080,Eichigt,32.73,1157
09272147,Schönberg; M,32.75,3810
13074042,Königsfeld,32.75,974
13075003,Altwarp,32.75,450
09182111,Bad Wiessee,32.78,5044
09174136,Petershausen,32.79,6620
13076096,Mestlin,32.8,723
01057021,Giekau,32.81,1010
15090135,Eichstedt (Altmark),32.81,872
01061118,Kollmar,32.82,1650
08237027,Eutingen im Gäu,32.82,5965
07338005,Böhl-Iggelheim,32.83,10433
08417008,Bisingen,32.83,9751
09372142,Michelsneukirchen,32.83,1715
13072006,Bad Doberan; Stadt,32.85,12752
14521150,Drebach,32.86,4986
07340011,Fischbach bei Dahn,32.87,1473
13075078,Liepgarten,32.89,791
03355008,Betzendorf,32.9,1103
09478111,Altenkunstadt,32.9,5456
08125068,Neudenau; Stadt,32.91,5427
03255031,Ottenstein; Flecken,32.92,1157
07235103,Osburg,32.92,2360
03256021,Marklohe,32.93,4653
03355027,Oldendorf (Luhe),32.93,1048
09272150,Thurmansbang,32.93,2596
14625530,Schmölln-Putzkau,32.93,2965
03356008,Ritterhude,32.95,14800
09372167,Zell,32.95,1833
13076009,Bengerstorf,32.95,537
09172111,Ainring,32.96,9885
09178136,Kirchdorf a.d.Amper,32.97,3218
12073008,Angermünde; Stadt,324.24,13696
12068353,Rheinsberg; Stadt,328.14,7871
14612000,Dresden; Stadt,328.49,555351
08235033,Bad Herrenalb; Stadt,33.01,8131
09190159,Wielenbach,33.02,3301
12066124,Hermsdorf,33.03,763
09184134,Oberhaching,33.06,13608
09776116,Lindau (Bodensee); GKSt,33.06,25547
03454008,Dörpen,33.08,5522
08236072,Straubenhardt,33.08,11381
08326041,Niedereschach,33.08,5980
09473138,Itzgrund,33.08,2322
13072097,Selpin,33.1,481
16075116,Triptis; Stadt,33.15,3629
09476154,Mitwitz; M,33.19,2773
13076165,Gehlsbach,33.19,521
03159004,Bad Sachsa; Stadt,33.2,7322
07131070,Remagen; Stadt,33.21,17456
13072027,Dolgen am See,33.21,655
09278187,Schwarzach; M,33.22,2888
14730300,Taucha; Stadt,33.22,15733
06533004,Dornburg,33.23,8567
01053032,Geesthacht; Stadt,33.25,31539
01058166,Waabs,33.26,1431
03351001,Adelheidsdorf,33.26,2810
15083035,Ausleben,33.3,1644
09772130,Diedorf; M,33.31,10667
12061005,Alt Zauche-Wußwerk/Stara Niwa-Wózwjerch,33.31,461
03255002,Bevern; Flecken,33.32,3780
08315094,St. Märgen,33.32,1861
